nome,latitude,longitude
PCH CARLOS GONZATTO JUSANTE,-27.6231,-53.8008
PCH MARCO BALDO BARRAMENTO,-27.575,-53.7897
PCH MARCO BALDO JUSANTE,-27.5647,-53.7869
PCH TOCA DO TIGRE BARRAMENTO,-27.5453,-53.8069
PCH TOCA DO TIGRE JUSANTE,-27.5353,-53.815
TRÊS PASSOS,-27.3922,-53.8808
DERRUBADAS,-27.2917,-53.9722
ALTO URUGUAI,-27.3019,-54.1397
CRISSIUMAL,-27.4458,-54.0847
CGH CAA YARI BARRAMENTO,-27.4286,-54.1217
CGH NILO BONFANTE,-27.9617,-53.9728
CGH BURICÁ BARRAMENTO,-27.8969,-54.1072
CGH BURICÁ JUSANTE,-27.8914,-54.1028
CASCATA BURICÁ,-27.5219,-54.2322
CASCATA BURICÁ NOVA,-27.5222,-54.2333
CASCATA BURICA - NOVA,-27.5225,-54.2333
CRISSIUMAL/HORIZONTINA,-27.5222,-54.2331
CATUÍPE/GIRUÁ,-28.0461,-54.0858
RIO SANTA ROSA (Giruá),-28.0461,-54.0853
CGH BELA UNIÃO MONTANTE 2,-27.8728,-54.3208
CGH BELA UNIÃO MONTANTE 1,-27.8317,-54.3539
CGH BELA UNIÃO BARRAMENTO,-27.7811,-54.3736
CGH BELA UNIÃO JUSANTE,-27.78,-54.3736
USINA SANTA ROSA,-27.7661,-54.3914
CGH SANTA ROSA BARRAMENTO,-27.7714,-54.3889
CGH SANTA ROSA JUSANTE,-27.7703,-54.3897
CGH SANTO ANTÔNIO BARRAMENTO,-27.7303,-54.4083
CGH SANTO ANTÔNIO JUSANTE,-27.7294,-54.4094
TUPARENDI/TUCUNDUVA,-27.6772,-54.4656
TUCUNDUVA,-27.6728,-54.4644
PORTO MAUÁ,-27.5781,-54.6831
GIRUA,-27.9561,-54.4917
LINHA CASCATA,-27.845,-54.5561
SANTA ROSA,-27.8403,-54.5558
PASSO PICADA QUEIMADA,-27.7894,-54.5964
CERRO ALTO TUPARENDI,-27.7661,-54.6236
SÍTIO PANAMBI,-27.65,-54.9044
BARRA DO BUGRE,-27.7,-54.9
VERA CRUZ - PORTO,-27.7333,-54.9022
VERA CRUZ - JUSANTE,-27.7486,-54.9197
RONCADOR - MONTANTE,-27.7489,-54.92
FINAL RONCADOR,-27.7792,-54.9383
RONCADOR - BRASIL,-27.7817,-54.95
RONCADOR - JUSANTE,-27.7811,-54.9647
LINHA RONCADOR,-27.7806,-54.9928
PORTO LUCENA,-27.8153,-54.9175
PORTO LUCENA,-27.8525,-55.0256
PORTO LUCENA,-27.8492,-55.0233
SAN JAVIER (DNCPVN-564),-27.8833,-55.1333
POVOADO SETE DE SETEMBRO,-28.15,-54.2333
GUARANI DAS  MISSÕES,-28.1394,-54.5603
PASSO SÃO JOÃO,-28.0631,-54.7558
CGH CARAGUATÁ,-28.0233,-54.8386
SÃO PAULO DAS MISSÕES/CAMPINA DAS MISSÕES,-28.0011,-54.8644
LINHA UNIÃO,-27.9308,-54.9392
FOZ RIO COMANDAÍ,-27.8797,-55.0522
PCH PINDORAMA,-28.3119,-53.4039
CGH JOÃO DO PASSO MONTANTE,-28.2408,-53.4103
CGH JOÃO DO PASSO BARRAMENTO,-28.245,-53.4156
CGH RIO PALMEIRA,-28.2489,-53.5614
PCH LIBERDADE,-28.215,-53.3744
CGH RIO ALEGRE,-28.2,-53.4406
PANAMBI,-28.2631,-53.6269
PCH JOSÉ BARASUOL MONTANTE,-28.2739,-53.6486
PASSO AJURICABA,-28.2822,-53.8
USINA AJURICABA,-28.2706,-53.7475
PCH PASSO DE AJURICABA BARRAMENTO,-28.2825,-53.8103
PASSO FAXINAL,-28.2869,-53.7808
PCH PASSO DO AJURICABA MONTANTE,-28.2869,-53.7803
CGH CASCATA ANDORINHAS MONTANTE 2,-28.5,-53.6667
CGH CASCATA ANDORINHAS MONTANTE 1,-28.4183,-53.8019
CGH CASCATA ANDORINHAS JUSANTE,-28.4142,-53.8117
BARRAGEM ANDORINHAS,-28.4044,-53.8097
PCH SEDE II MONTANTE,-28.4008,-53.8283
IJUI,-28.3544,-53.8975
PCH JOSÉ BARASUOL BARRAMENTO,-28.2925,-53.8778
PCH RS-155 BARRAMENTO,-28.3128,-53.8964
PCH RS-155 JUSANTE,-28.3128,-53.9131
CATUIPE,-28.3197,-53.9817
PONTE NOVA DO POTIRIBU,-28.3792,-53.8756
IJUÍ,-28.3792,-53.875
PCH SEDE II BARRAMENTO,-28.3711,-53.8792
PONTE NOVA DO POTIRIBU JUSANTE,-28.3708,-53.8792
PCH LINHA ONZE OESTE JUSANTE,-28.3558,-54.0464
CGH ESQUINA GAÚCHA JUSANTE,-28.3397,-54.1994
PCH JOSÉ BARASUOL RIO POTIRIBU,-28.3603,-53.9008
PCH JOSÉ BARASUOL RIO CONCEIÇÃO,-28.5383,-53.8633
CRUZ ALTA II,-28.6333,-53.7186
CGH AUGUSTO PESTANA BARRAMENTO,-28.4864,-53.9503
CGH AUGUSTO PESTANA JUSANTE,-28.4864,-53.9514
CONCEIÇÃO,-28.4544,-53.9731
PONTE NOVA DO CONCEIÇÃO,-28.3847,-54.0314
PROP. PONTE RIO CONCEIÇÃO,-28.3839,-54.0325
SANTO ANGELO,-28.3553,-54.2675
ASSOC. ESPORTIVA ENTRE-IJUÍS,-28.3553,-54.2683
ENTRE-IJUIS,-28.3553,-54.2683
SANTO ÂNGELO,-28.3228,-54.2939
ESTÂNCIA DO ESPINILHO,-28.8422,-53.7772
CGH IGREJINHA BARRAMENTO,-28.7953,-53.9714
CGH IJUIZINHO PONTE QUEIMADA,-28.7778,-53.9817
TUPANCIRETÃ,-29.0475,-53.8564
PONTE CADEADO,-28.7778,-53.9825
CGH IGREJINHA JUSANTE,-28.7797,-53.9628
USINA VELHA,-28.4511,-54.2806
CGH IJUIZINHO MONTANTE,-28.5433,-54.1553
CGH IJUIZINHO BARRAMENTO,-28.4417,-54.2886
PCH IJUIZINHO BARRAMENTO,-28.4322,-54.2864
CGH IJUIZINHO JUSANTE,-28.4356,-54.2889
PCH IJUIZINHO CERMISSÕES MONTANTE,-28.4122,-54.3025
PCH IJUIZINHO CERMISSÕES BARRAMENTO,-28.4006,-54.3125
COLÔNIA MOUSQUER,-28.3897,-54.3308
PASSO VIOLA,-28.2119,-54.6042
MATO QUEIMADO,-28.2125,-54.6047
UHE SÃO JOSÉ MONTANTE,-28.1997,-54.6431
UHE SÃO JOSÉ ARROIO URUQUA,-28.2925,-54.6967
UHE SÃO JOSÉ RIACHO FUNDO,-28.2275,-54.7547
PONTE MÍSTICA,-28.1814,-54.7383
UHE SÃO JOSÉ BARRAMENTO,-28.1778,-54.8144
UHE SÃO JOSÉ JUSANTE,-28.1744,-54.8192
CGH PIRAPO MONTANTE 3,-28.1875,-54.8603
UHE PASSO SÃO JOÃO JAMES,-28.2069,-54.8697
CGH PIRAPO MONTANTE 2,-28.1667,-55.0167
CGH PIRAPO MONTANTE 1,-28.1336,-55.0517
UHE PASSO SÃO JOÃO BARRAMENTO,-28.1325,-55.0517
UHE PASSO SÃO JOÃO SÍTIO VALDIR COIMBRA,-28.1589,-55.0625
UHE PASSO SÃO JOÃO JUSANTE,-28.1239,-55.0533
PASSO FLORIDA,-28.1239,-55.0969
PIRAPÓ,-28.0475,-55.1808
SÃO LUÍS GONZAGA,-28.1947,-54.9181
CGH PIRAPO JUSANTE,-28.0769,-55.1508
PASSO DO DIAS,-28.6569,-54.4589
PASSO DO DIAS,-28.6567,-54.4594
SÃO MIGUEL DAS MISSÕES,-28.6339,-54.6008
PASSO MAJOR ZEFERINO,-28.7336,-54.6461
PASSO SANTA MARIA,-28.5783,-54.9144
PONTE DO PIRATINIM,-28.4756,-55.1258
SANTO ANTÔNIO DAS MISSÕES,-28.4597,-55.1311
PASSO DO SARMENTO,-28.2119,-55.3197
GARRUCHOS,-28.1822,-55.6433
GARRUCHOS - BRASIL,-28.1775,-55.6381
GARRUCHOS - BRASIL - JUSANTE,-28.2092,-55.6883
GARABI,-28.2236,-55.7142
GARRUCHOS (DNCPVN),-28.1833,-55.65
SANTO ANTÔNIO DAS MISSÕES,-28.425,-55.6869
PASSO DAS TURMAS,-28.8372,-54.855
BOSSOROCA,-28.8192,-54.9358
ITACURUBI,-28.7425,-55.1619
PROP. RURAL ITACURUBI (CPRM),-28.7425,-55.1625
PASSO DO NOVO STO. ANT. MISSÕES,-28.6825,-55.5794
PASSO DO NOVO,-28.6828,-55.5794
SÃO BORJA,-28.6828,-55.5794
PONTE DO RIO ICAMAQUA,-28.6558,-55.6956
SÃO BORJA,-28.5539,-55.9117
SANTO TOMÉ (DNCPVN-580),-28.5503,-56.0269
PASSO SÃO BORJA,-28.6244,-56.0369
PASSO DO BUTUI,-29.0156,-55.6808
PASSO BUTUÍ BR 472 S. BORJA,-28.8531,-56.0861
SÃO BORJA,-28.8567,-56.0819
PCH RINCÃO BARRAMENTO,-28.4208,-54.2978
PCH RINCÃO JUSANTE,-28.4228,-54.3006
ALVEAR (DNCPVN-582),-29.1136,-56.5544
ITAQUI,-29.1175,-56.5544
ITAQUI,-29.1178,-56.5542
PARADA CHAGAS RL 1,-29.7469,-54.3031
SÃO LUCAS,-29.7456,-54.4364
PCH QUEBRA DENTES MONTANTE 2,-29.2586,-53.9442
PCH QUEBRA DENTES MONTANTE 1,-29.2661,-53.9483
PCH QUEBRA DENTES BARRAMENTO,-29.3642,-54.0117
JÚLIO DE CASTILHOS,-29.3819,-54.015
PCH QUEBRA DENTES JUSANTE,-29.3897,-54.0189
USINA QUEBRA DENTE,-29.3819,-54.0317
GUAÇUPI,-29.4044,-53.9831
PCH CACHOEIRA CINCO VEADOS BARRAMENTO,-29.4192,-54.05
PCH CACHOEIRA CINCO VEADOS JUSANTE,-29.4208,-54.0528
CACHOEIRA 5 VEADOS,-29.4289,-54.0542
PCH RINCÃO SÃO MIGUEL BARRAMENTO,-29.4492,-54.0922
PCH RINCÃO SÃO MIGUEL JUSANTE,-29.4558,-54.0933
VILA CLARA,-29.5561,-54.3422
SÃO VICENTE DO SUL,-29.6656,-54.4722
SÃO VICENTE DO SUL (RIO IBICUÍ),-29.8364,-54.7981
PASSO SANTA VITÓRIA,-29.8372,-54.7981
SÃO FRANCISCO DE ASSIS,-29.6836,-55.1919
PCH SALTO DO GUASSUPI ARROIO SOCAVÃO,-29.4578,-54.1278
PCH SALTO DO GUASSUPI MONTANTE,-29.4017,-53.9408
PCH SALTO DO GUASSUPI BARRAMENTO,-29.4092,-53.9975
PCH SALTO DO GUASSUPI RIO TOROPI MIRIM,-29.4611,-54.1942
PONTE TOROPI,-29.6653,-54.4714
MAÇAMBARÁ,-29.1983,-55.4778
ALEGRETE (ARROIO IBIROCAI),-29.4678,-56.4753
PONTE IBIROCAÍ,-29.4683,-56.4756
ARROIO CAPIVARI,-30.7175,-51.4328
PASSO SANTA VITÓRIA,-29.8356,-54.7986
DOM PEDRITO,-31.1367,-54.3783
PASSO DA FERRARIA,-31.1417,-54.3806
DOM PEDRITO/CORSAN,-30.9947,-54.6856
DOM PEDRITO,-30.985,-54.6878
RIO SANTA MARIA (Dom Pedrito),-30.9744,-54.6872
DOM PEDRITO,-30.9703,-54.6933
DOM PEDRITO,-30.9731,-54.4397
PASSO DO GUTERRES,-30.8444444444444,-54.5441666666667
SANTANA DO LIVRAMENTO,-30.7919,-55.2092
ROSÁRIO DO SUL,-30.5208,-55.0428
PASSO DOS FARRAPOS,-30.5183,-55.0431
IBICUÍ DA ARMADA,-30.3006,-54.9164
ROSÁRIO DO SUL,-30.4469,-55.0533
PONTE IBICUI DA ARMADA,-30.2808,-54.9031
ROSÁRIO DO SUL,-30.2628,-54.8833
ROSÁRIO DO SUL,-30.2428,-54.9169
ROSÁRIO DO SUL,-30.2519,-54.9008
AZEVEDO SODRÉ,-30.0722,-54.6403
AZEVEDO SODRÉ,-30.1069,-54.6356
AZEVEDO SODRÉ,-30.1056,-54.6375
SÃO GABRIEL,-30.1072,-54.6353
PONTE SÃO SIMÃO CACEQUI,-29.9433,-54.9317
CACEQUI,-29.9431,-54.9322
CACEQUI,-29.9042,-54.8353
PONTE RS-640 / RIO CACEQUI,-29.895,-54.8531
SAICA,-29.8472,-54.9475
PASSAGEM BR-287,-29.665,-54.1067
FOZ DO RIO SANTA MARIA,-29.7833333333333,-54.9333333333333
ROSÁRIO DO SUL,-30.1292,-55.2469
PASSO DA LAJE,-29.0903,-54.2942
PASSO DOS CARDOSOS,-29.2739,-54.4381
PCH DOS GATOS,-29.2664,-54.4339
PCH UMBU,-29.3314,-54.4989
PCH RIO JAGUARI,-29.3656,-54.5031
PCH FURNAS DO SEGREDO BARRAMENTO,-29.3656,-54.5044
PCH FURNAS DO SEGREDO JUSANTE,-29.3803,-54.5103
JAGUARI,-29.4956,-54.6744
PONTE RIO JAGUARI,-29.4997,-54.6889
JAGUARI,-29.4989,-54.6892
ERNESTO ALVES,-29.3625,-54.7353
PASSO DO JAGUARIZINHO,-29.4839,-54.7831
PASSO DO LORETO,-29.6833333333333,-54.95
JACAQUÁ,-29.6869,-55.1961
JACAQUÁ,-29.6869,-55.1964
PONTE DO MIRACATU,-29.4814,-55.2778
PASSO DO CAMILO,-29.5569,-55.3811
MANOEL VIANA,-29.5958,-55.4814
MANOEL VIANA,-29.5969,-55.4789
PASSO DO ITAUM,-29.4494,-55.7417
PCH RIO ITU,-29.1975,-55.4806
CACHOEIRA SANTA CECÍLIA,-29.1992,-55.4842
PASSO DA CACHOEIRA,-29.3086,-55.7069
FUNDAÇÃO MARONNA ALEGRETE,-30.0681,-55.6594
PASSO DOS BRITOS,-29.9730555555556,-55.7477777777778
ALEGRETE,-29.9733,-55.7481
PASSO DO FIRMINO,-29.8372,-55.7347
PASSO DO OSÓRIO ALEGRETE,-29.9514,-55.5992
PASSO DO OSÓRIO,-29.9511,-55.6003
PONTE DO LAJEADINHO,-29.8425,-55.6633
ALEGRETE,-29.8192,-55.7706
ALEGRETE,-29.8033,-55.7819
ALEGRETE - ELETROSUL,-29.7844,-55.7742
ALEGRETE,-29.7683,-55.7875
ALEGRETE (RIO IBIRAPUITÃ),-29.7717,-55.7931
PONTE DO JARARACA,-29.78,-55.7617
PASSO MARIANO PINTO,-29.3092,-56.0553
ITAQUI,-29.3097,-56.0528
PASSO MARIANO PINTO,-29.3,-56.05
PASSO DO IBICUÍ,-29.4,-56.6833
URUGUAIANA (RIO IBICUÍ),-29.4039,-56.6808
PASO DE LOS LIBRES (DNCPVN-599),-29.7167,-57.0833
URUGUAIANA (RIO URUGUAI),-29.7756,-57.1383
URUGUAIANA,-29.7486,-57.0886
URUGUAIANA,-29.7458,-57.0847
FAZENDA SÃO PEDRO,-30.1167,-57.4667
SANTANA DO LIVRAMENTO,-30.6317,-56.1806
PASSO SARANDY,-30.5561,-56.2131
QUARAÍ/Arroio Areal,-30.4553,-56.3028
QUARAÍ,-30.3922,-56.4553
QUARAÍ,-30.3844,-56.4656
ARTIGAS - PUERTO CENTRAL,-30.3919,-56.4575
ESTACIÓN DE DEPURACIÓN,-30.3928,-56.4794
QUARAÍ - Arroio Garupá,-30.1206,-56.4222
ARTIGAS - USINA DE BOMBEO (OSE),-30.4042,-56.4528
ARTIGAS - PUENTE CONCÓRDIA,-30.3928,-56.4567
PASSO DO LEÃO,-30.1167,-57.0833
"JAVIER DE VIANA, arr.3 Cruces",-30.4389,-56.8028
"PASO FARIAS, arr. Cuaro",-30.4556,-57.1133
PASO DE LA CRUZ,-30.2847,-57.2961
PASSO DA CRUZ,-30.2583,-57.3161
PASO TIRAPONCHOS,-30.4375,-57.2958
BARRA DO QUARAÍ,-30.2133,-57.5533
BARRA DO QUARAÍ,-30.2108,-57.5581
PASO LEDESMA,-29.8333,-57.6833
MONTE CASEROS (MOSP),-30.25,-57.6333
BELLA UNION,-30.2611,-57.6114
SAN GREGÓRIO,-30.5108,-57.8669
BELEN,-30.7875,-57.7853
"BIASSINI - RUTA 4, Rio Arapey Grd",-31.2303,-57.0972
"PUENTE RUTA 4, Rio Arapey Chico",-31.0361,-56.8972
"PASO DE LA LAGUNA, Rio Arapey",-30.9511,-57.5325
TERMAS DEL ARAPEY,-30.9494,-57.5169
"PUENTE RUTA 3, Rio Arapey Grd.",-30.9708,-57.6947
CONSTITUCION,-31.0628,-57.8608
CONSTITUCION,-31.0647,-57.8594
"PUENTE RUTA 3, arr.Itapebi Grd.",-31.1831,-57.7558
EMBALSE SALTO GRANDE,-31.2806,-57.9253
SALTO GRANDE (A.ABAJO),-31.2875,-57.9403
APORTE SALTO GRANDE,-31.3667,-57.95
SALTO (CTMSG),-31.3858,-57.9747
CONCORDIA (DNCPVN-611),-31.4,-58.0167
"PUENTE RUTA 3, Rio Dayman",-31.4589,-57.9031
"PASO ANDRES PEREZ,Rio Queguai",-32.1781,-57.2369
"PUENTE RUTA 3, Rio Queguai",-32.1356,-57.9386
PAYSANDU,-32.3144,-58.1039
CONCEPCION DEL URUGUAY,-32.4833,-58.2333
NUEVO BERLIN,-32.9789,-58.0622
FRAY BENTOS,-33.1119,-58.3119
"PASO RAMOS,Rio San Salvador",-33.5542,-58.1636
"DOLORES, Rio San Salvador",-33.5194,-58.2267
PUERTO ALDÃO,-33.5625,-58.4297
DARSENA HIGUERITAS,-33.8731,-58.4175
NUEVA PALMIRA,-33.8789,-58.4211
BAGÉ/Arroio Bagé,-31.3761,-54.0978
FAZENDA SÃO JORGE,-31.4533,-54.13
FAZENDA SÃO JORGE / BAGÉ,-31.4533,-54.13
BAGÉ/Rio Negro,-31.4764,-54.1389
ESTÂNCIA DO ESPANTOSO,-31.5339,-54.2944
ESTÂNCIA DA LAGOA - RIO NEGRO / BAGÉ,-31.6122,-54.3908
BAGÉ/Arroio Piraí,-31.2567,-54.3283
BAGÉ/ACEGUÁ,-31.4119,-53.9608
PASO MAZANGANO,-32.1097,-54.6672
"RUTA 7, arr.Fraile Muerto",-32.5192,-54.5297
PASO AGUIAR,-32.2861,-54.8311
PASO AGUIAR (vieja),-32.2969,-54.8456
PASO PEREIRA,-32.445,-55.2275
"PASO TRANQUERAS, Rio Taquarembo",-31.1847,-55.7836
"LAURELES, arr.Laureles",-31.3606,-55.8731
"PASO MANUEL DIAZ, r.Tacuarembo",-31.5447,-55.6758
"PASO MANUEL DIAZ, r.Tacuarembo",-31.5294,-55.6867
"PASO ROGERIO, r.Tacuarembo",-31.7167,-55.6667
"PASO DE LAS PIEDRAS, ar.Curapi.",-31.5303,-55.5844
"PASO DE LA COMPANIA, ar.Corales",-31.5775,-55.4656
"PASO LOS CUNHA, ar.Curapiru",-31.7375,-55.5442
"PASO DEL BORRACHO, r.Tacuarembo",-31.8758,-55.4711
"PICADA DEL MEDICO, ar.Tacuar.Chi.",-31.63,-56.145
"TACUAREMBO R-5, arr.Tacuarembo",-31.7,-55.9667
"TACUAREMBO, ar.Tacuarembo Chico",-31.7058,-55.9742
"PASO BALTASAR, ar.Três Cruces",-31.7283,-55.7711
"PASO DE LOS NOVILLOS, ar.Tac.Ch",-31.9664,-55.6758
"PASO CERRO CARDOSO, (Rio Tacuarembó)",-32.0397,-55.5603
"PASO CASILDO, ar.Yaguari",-31.8178,-55.1844
"PICADA DE COELHO , ar.Yaguari",-32.0336,-55.3664
"PICADA DE COELHO, ar. Yaguari",-32.0378,-55.3736
"PASO LAGUNA, Rio Tacuarembo",-32.2497,-55.415
"PASO DE LAS TOSCAS, ar. Caraguatá",-32.1583,-55.0239
PASO RAMIREZ,-32.505,-55.5056
SAN GREGÓRIO,-32.62,-55.8289
RINCON DEL BONETE (ag. arr.),-32.8322,-56.4236
RINCON DEL BONETE (ag. abajo),-32.8331,-56.4219
PASO DE LOS TOROS,-32.8206,-56.5119
"RUTA 20, arr. Salsipuedes",-32.6492,-56.5964
PASO PORRUA,-32.945,-56.9486
"SARANDI DEL YI, Rio Yi",-33.3439,-55.6172
"POLANCO DEL YÍ, Rio Yi",-33.475,-56.1631
"DURAZNO, Rio Yi",-33.3603,-56.5247
"DURAZNO (Pte. Carretero), rio Yi",-33.3586,-56.5261
"PASO CALATAYUD, arr. Porongos",-32.4808,-56.8219
"PASO CALATAYUD, arr. Porongos",-32.4811,-56.8219
"PASO DEL BOTE, Rio Yi",-33.1942,-56.8758
"PASO DE LUGO, arr. Grde. del Sur",-33.2494,-57.2617
"RUTA 3, arr. Grde. del Sur",-33.135,-57.1567
PASO DEL PUERTO,-33.1233,-57.1842
"PASSO DE LOS MELLIZOS R3, arr. Grde. del Norte",-32.9072,-57.4136
PASO PALMAR,-33.0561,-57.4519
"PASO DE LAS PIEDRAS RUTA 3, arr. Don Esteban",-32.8364,-57.5178
"PASO DEL CERRO, arr. Vera",-33.065,-57.5344
PASO YAPEYÚ,-33.03,-57.5875
SALTO DEL COLOLÓ,-33.0308,-57.8722
RINCON DEL COLOLO,-33.0525,-57.8939
"RUTA 14, arr. Bequelo",-33.2447,-57.9403
MERCEDES (PUERTO),-33.2461,-58.0381
MERCEDES PTE.R-2,-33.2431,-58.0181
PASO ASENCIO,-33.3083,-58.1708
"RUTA 95, arr. Las Maulas",-33.3872,-58.1942
ISLA LOBOS (BOCA YAGUARI),-33.3814,-58.3764
VILLA SORIANO,-33.3906,-58.3181
RIO ITAMAMBUCA (Ubatuba),-23.4011,-45.0119
MATO DENTRO,-23.4347,-45.0853
RIO LAGOA OU TAVARES (Ubatuba),-23.4472,-45.0689
MORRO DA PEDREIRA,-23.4278,-45.0786
RIO INDAIÁ (Ubatuba),-23.4114,-45.0572
CAPTAÇÃO PRINCIPAL DE UBATUBA,-23.3956,-45.1197
ENTRADA ATERRO SANITÁRIO UBATUBA,-23.4256,-45.1053
RIO ACARAÚ (Ubatuba),-23.4614,-45.06
RIO GRANDE - UGRHI 03  (Ubatuba),-23.4317,-45.0703
RIO ESCURO (Ubatuba),-23.4908,-45.1639
RIO LAGOINHA (Ubatuba),-23.515,-45.1925
RIO PEREQUÊ-MIRIM (Ubatuba),-23.4872,-45.1061
RIO MARANDUBA (Ubatuba),-23.5458,-45.2325
RIO MOCOCA (Caraguatatuba),-23.5697,-45.2961
RIO TABATINGA (Caraguatatuba),-23.5736,-45.2739
PRAIA DE MASSAGUAÇU (foz corr. Bacui),-23.5781,-45.3192
RIO GUAXINDUBA (Caraguatatuba),-23.6208,-45.3767
RIO SANTO ANTÔNIO (Caraguatatuba),-23.6275,-45.4194
RIO LAGOA (Caraguatatuba),-23.6569,-45.4292
RIO JUQUERIQUERÊ (Caraguatatuba),-23.6878,-45.4406
CAMBURU,-23.6614,-45.5186
FAZENDA RIO CLARO,-23.6994,-45.4847
CAPTAÇÃO DA SABESP (Baixo Claro),-23.7025,-45.4889
CAPTAÇÃO DA SABESP (São Sebastião),-23.7569,-45.4169
RIO GUARATUBA (Bertioga),-23.7522,-45.8944
VALA DE ESCOAMENTO DIREITA (São Sebastião),-23.7583,-45.67
VALA DE ESCOAMENTO ESQUERDA (São Sebastião),-23.7578,-45.6733
RIO BOIÇUCANGA (São Sebastião),-23.7839,-45.6203
RIO CAMBURI (São Sebastião),-23.7756,-45.6475
RIO UNA - UGRHI 03 (São Sebastião),-23.7661,-45.7594
RIO MARESIAS (São Sebastião),-23.7933,-45.555
RIO SAÍ (São Sebastião),-23.7714,-45.6883
RIO NOSSA SRª. DA AJUDA (Ilhabela),-23.7764,-45.3575
BAIRRO ÁGUA BRANCA ,-23.8166666666667,-45.35
RIO QUILOMBO (Ilhabela),-23.8097,-45.3653
MORRO DO ESPINHO,-23.8247,-45.3289
RIBEIRÃO ÁGUA BRANCA (Ilhabela),-23.8194,-45.3683
CÓRREGO DAS TOCAS (Ilhabela),-23.8194,-45.3683
FAZENDA N.S. APARECIDA,-23.6569,-46.0106
ITAPANHAU,-23.6875,-46.0325
RIBEIRÃO GRANDE,-23.6997,-46.0358
SERTÃOZINHO,-23.7333333333333,-46.15
PCH ITATINGA CAMARA D'ÁGUA,-23.7444,-46.1275
PCH ITATINGA MONTANTE,-23.7439,-46.1294
PCH ITATINGA BARRAMENTO,-23.745,-46.1275
FAZENDA SERTÃO DOS FREIRES,-23.7667,-46.1667
ITATINGA ALTO,-23.745,-46.1275
ITATINGA,-23.7667,-46.1167
BERTIOGA,-23.7769,-46.0533
RIO ITAPANHAÚ (balsa para Itatinga),-23.8175,-46.1533
RIO ITAPANHAÚ (ancoradouro Marina do Forte),-23.8356,-46.1519
RIO ITAGUARÉ (pte. rod. Rio/Santos),-23.78,-45.9708
RIO PIAÇAGUERA (ponte na COSIPA - Vila Parisi),-23.8617,-46.3906
QUILOMBO,-23.8303,-46.32
CUBATÃO DE CIMA,-23.9167,-46.5833
UHE CUBATÃO (HENRY BORDEN),-23.9167,-46.5833
CUBATÃO DE CIMA - VERTEDOURO,-23.9667,-46.5667
PASSAREUVA - VERTEDOURO,-23.8972,-46.5519
MARCOLINO (CSIC),-23.8503,-46.5119
RIO CUBATÃO (antiga est. de tratamento),-23.8883,-46.4553
PONTE PRETA ,-23.8833333333333,-46.45
PONTE PRETA,-23.8833,-46.45
UHE HENRY BORDEN SUBTERRÂNEA,-23.8789,-46.4478
PONTE LIG,-23.8733,-46.4525
UHE HENRY BORDEN EXTERNA,-23.8772,-46.4472
PONTE RFFSA,-23.8814,-46.4103
UHE HENRY BORDEN - SUBT E EXT,-23.8764,-46.4483
CUBATÃO,-23.8775,-46.4197
RIO CUBATÃO (pte. Est. de Ferro Santos / Jundiaí),-23.8814,-46.4103
RIO CUBATÃO (100 mts. montante da linha férrea),-23.8797222222222,-46.4111111111111
PEREQUE VERTEDOURO,-23.8333,-46.4333
RIO PEREQUÊ (captação da Carbocloro),-23.8683,-46.4178
PEREQUE DE BAIXO,-23.85,-46.4167
PEREQUE,-23.8406,-46.4161
COVA DA ONÇA,-23.8128,-46.355
MOJI,-23.8225,-46.3611
RIO MOJI (pte. rod. Piaçaguera / Guarujá,-23.8522,-46.3781
RIO MOJI (em frente ao dique do furadinho),-23.9163888888889,-46.3769444444444
RES. CAPIVARI-MONOS (est. de recalque Sabesp),-23.9225,-46.7289
CAPIVARI VERMELHO,-23.9494,-46.6575
RIO BRANCO (São Vicente),-23.9347,-46.4644
RIO CANAL BARREIROS (São Vicente),-23.9747,-46.3886
PONTE AV. SANTOS DUMONT (próx. posto saúde),-23.9822,-46.2683
SÍTIO DOS MONOS,-23.95,-46.6333
MONOS,-23.95,-46.6333
USINA RIO DOS CAMPOS,-23.9619,-46.6583
RIO BRANCO  (Itanhaém),-24.0822,-46.8014
USINA CAPIVARI (DAEE),-23.9667,-46.65
FAZENDA ÁGUA QUENTE,-24.0744,-46.78
FAZENDA ITAOCA  ,-24.0863888888889,-46.7172222222222
JARDIM AGUAPEU,-24.115,-46.7864
ITANHAÉM,-24.1811,-46.7953
RIO ITANHAÉM,-24.1681,-46.7933
RIO ITANHAÉM (Itanhaém),-24.1878,-46.7933
RIO PRETO (ponte caminho do Guaraú),-24.3288888888889,-47.0061111111111
RIO PRETO - UGRHI 07 (Peruibe),-24.3289,-47.0061
BARREIRO,-24.4156,-47.0844
SOCAVÃO,-24.8172222222222,-49.6511111111111
CGH PAINA II BARRAMENTO,-24.8886,-49.5919
CGH PAINA II JUSANTE,-24.8939,-49.5858
ITAMBEZINHO,-25.3217,-49.6944
PONTE DO AÇUNGUI,-25.2344,-49.5964
CAMPO LARGO,-25.4467,-49.1989
ESCOLA MEIA LUA,-25.3,-49.4
LARAS,-25.1805555555556,-49.5119444444444
BETARA,-25.195,-49.4169444444444
CGH SANTA CRUZ BARRAMENTO,-25.1519,-49.4128
CGH SANTA CRUZ JUSANTE,-25.15,-49.4219
RIO BRANCO DO SUL,-25.1525,-49.3841666666667
