DATE,02HB001,02HB008,02HB013,02HB018,02HB025,02HB029,02HB031,AMMONIUM_6007600302,CALCIUM_6007600302,CHLORIDE_6007600302,MAGNESIUM_6007600302,NITRATES TOTAL_6007600302,POTASSIUM_6007600302,SODIUM_6007600302,AMMONIUM_6007600602,CALCIUM_6007600602,CHLORIDE_6007600602,MAGNESIUM_6007600602,NITRATES TOTAL_6007600602,POTASSIUM_6007600602,SODIUM_6007600602,AMMONIUM_6007601002,CALCIUM_6007601002,CHLORIDE_6007601002,MAGNESIUM_6007601002,NITRATES TOTAL_6007601002,POTASSIUM_6007601002,SODIUM_6007601002,AMMONIUM_6007601702,CALCIUM_6007601702,CHLORIDE_6007601702,MAGNESIUM_6007601702,NITRATES TOTAL_6007601702,POTASSIUM_6007601702,SODIUM_6007601702,AMMONIUM_6007601802,CALCIUM_6007601802,CHLORIDE_6007601802,MAGNESIUM_6007601802,NITRATES TOTAL_6007601802,POTASSIUM_6007601802,SODIUM_6007601802,AMMONIUM_6007602302,CALCIUM_6007602302,CHLORIDE_6007602302,MAGNESIUM_6007602302,NITRATES TOTAL_6007602302,POTASSIUM_6007602302,SODIUM_6007602302,AMMONIUM_6007605002,CALCIUM_6007605002,CHLORIDE_6007605002,MAGNESIUM_6007605002,NITRATES TOTAL_6007605002,POTASSIUM_6007605002,SODIUM_6007605002
2014-07-13,1.535,2.252,,3.942,2.666,4.53,1.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-14,1.526,2.23,,3.932,2.655,4.504,1.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-15,1.573,2.217,,4.054,2.681,4.505,1.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-16,1.545,2.214,,4.02,2.696,4.538,1.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-17,1.515,2.209,,3.942,2.655,4.491,1.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-18,1.501,2.207,,3.905,2.632,4.463,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-19,1.496,2.211,,3.89,2.625,4.467,1.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-20,1.506,2.238,,3.917,2.647,4.514,1.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-21,1.506,2.223,,3.922,2.646,4.491,1.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-22,1.496,2.209,,3.894,2.627,4.463,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-23,1.492,2.213,,3.881,2.62,4.447,1.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-24,1.494,2.205,,3.875,2.613,4.436,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-25,1.487,2.2,,3.864,2.606,4.426,1.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-26,1.482,2.2,,3.859,2.603,4.419,1.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-27,1.488,2.221,,3.87,2.615,4.468,1.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-28,1.658,2.314,,4.15,2.772,4.738,1.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-29,1.653,2.252,,4.119,2.755,4.623,1.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-30,1.566,2.241,,3.978,2.683,4.542,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-31,1.558,2.229,,3.953,2.663,4.504,1.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-01,1.531,2.253,,3.917,2.665,4.49,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-02,1.515,2.228,,3.897,2.639,4.507,1.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-03,1.502,2.213,,3.886,2.626,4.476,1.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-04,1.492,2.213,,3.872,2.617,4.451,1.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-05,1.505,2.22,,3.884,2.62,4.439,1.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-06,1.498,2.206,,3.878,2.617,4.438,1.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-07,1.498,2.201,,3.867,2.607,4.424,1.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-08,1.492,2.198,,3.856,2.6,4.418,1.913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-09,1.488,2.196,,3.851,2.597,4.412,1.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-10,1.483,2.197,,3.842,2.592,4.406,1.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-11,1.479,2.205,,3.836,2.59,4.403,1.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-12,1.564,2.294,,3.985,2.704,4.632,1.946,0.04,66.2,80.0,18.5,1.48,2.46,45.3,0.017,57.0,150.0,12.9,0.369,2.82,85.5,0.027,70.9,65.8,18.7,0.673,1.79,36.2,0.049,57.6,81.4,15.9,1.14,2.96,46.8,0.019,70.0,112.0,18.9,0.762,2.31,62.5,0.056,67.9,168.0,16.9,0.626,3.59,91.7,0.055,59.5,144.0,17.2,2.17,3.38,82.2
2014-08-13,1.551,2.225,,3.955,2.666,4.542,1.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-14,1.517,2.211,,3.899,2.628,4.484,1.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-15,1.509,2.203,,3.879,2.613,4.463,1.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-16,1.51,2.202,,3.878,2.609,4.46,1.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-17,1.525,2.203,,3.896,2.619,4.465,1.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-18,1.495,2.203,,3.866,2.606,4.444,1.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-19,1.505,2.193,,3.865,2.6,4.435,1.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-20,1.507,2.199,,3.869,2.602,4.435,1.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-21,1.626,2.208,,3.976,2.646,4.469,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-22,1.545,2.199,,3.911,2.635,4.506,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-23,1.531,2.196,,3.887,2.613,,1.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-24,1.539,2.192,,3.891,2.611,,1.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-25,1.536,2.187,,3.883,2.605,,1.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-26,1.524,2.182,,3.87,2.598,,1.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-27,1.512,2.179,,3.857,2.59,,1.923,0.005,70.2,94.0,21.5,2.0,2.44,54.1,0.066,69.6,202.0,20.7,0.619,3.43,124.0,0.009,71.1,67.0,20.6,0.694,1.64,38.0,0.005,66.1,90.9,22.1,1.41,2.37,51.3,0.009,72.5,101.0,20.3,0.775,2.03,57.0,0.055,78.5,213.0,21.5,0.765,3.85,127.0,0.006,67.4,117.0,21.6,2.14,3.11,66.1
2014-08-28,1.5,2.177,,3.843,2.58,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-29,1.496,2.175,,3.838,2.576,,1.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-30,1.493,2.174,11.204,3.833,2.575,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-31,1.49,2.171,11.204,3.827,2.571,,1.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-01,1.501,2.18,11.205,3.831,2.575,,1.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-02,1.547,2.251,11.239,3.894,2.641,,1.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-03,1.604,2.218,11.274,3.982,2.666,,1.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-04,1.519,2.194,11.209,3.894,2.624,,1.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-05,1.513,2.21,11.21,3.867,2.612,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-06,1.724,2.297,11.34,4.361,2.825,,2.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-07,1.621,2.237,11.238,4.249,2.814,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,1.543,2.221,11.212,4.004,2.692,,1.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-09,1.521,2.209,11.205,3.935,2.648,,1.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-10,1.543,2.265,11.219,3.99,2.694,,1.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-11,1.817,2.382,11.479,4.478,2.966,,1.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-12,1.67,2.335,11.257,4.267,2.869,,1.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-13,1.598,2.293,11.234,4.066,2.745,,1.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-14,1.581,2.259,11.228,4.027,2.71,,1.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-15,1.552,2.246,11.216,3.979,2.683,,1.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-16,1.537,2.236,11.213,3.96,2.669,,1.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-17,1.526,2.226,11.21,3.943,2.657,,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-18,1.524,2.217,11.218,3.925,2.644,,1.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-19,1.509,2.212,11.208,3.906,2.633,,1.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-20,1.515,2.212,11.208,3.9,2.629,,1.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-21,1.579,2.262,11.252,4.037,2.709,,1.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-22,1.586,2.281,11.232,4.081,2.747,,1.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,1.54,2.273,11.209,3.973,2.694,4.565,1.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-24,1.527,2.239,11.204,3.929,2.657,4.532,1.929,0.005,76.2,78.3,21.1,1.5,2.24,43.2,0.046,80.4,222.0,21.3,0.827,3.6,133.0,0.005,75.5,64.7,20.3,0.785,1.74,34.9,0.005,74.6,74.3,20.7,0.946,2.15,40.2,0.013,74.2,106.0,20.5,0.808,2.13,58.3,0.057,86.5,210.0,22.0,1.01,3.63,126.0,0.008,73.5,95.0,20.2,1.47,2.83,54.5
2014-09-25,1.519,2.223,11.202,3.906,2.638,4.51,1.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-26,1.511,2.213,11.2,3.89,2.624,4.493,1.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-27,1.51,2.208,11.199,3.883,2.618,4.482,1.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-28,1.511,2.204,11.198,3.883,2.618,4.479,1.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-29,1.51,2.201,11.198,3.88,2.614,4.476,1.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,1.541,2.199,11.223,3.9,2.616,4.473,1.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-01,1.546,2.205,11.212,3.939,2.644,4.497,1.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-02,1.535,2.203,11.204,3.92,2.635,4.494,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-03,1.548,2.228,11.219,3.927,2.647,4.534,1.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-04,1.641,2.261,11.276,4.079,2.723,4.649,1.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-05,1.585,2.25,11.225,4.015,2.703,4.591,1.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-06,1.562,2.249,11.214,3.962,2.674,4.548,1.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-07,1.619,2.249,11.249,4.017,2.688,4.583,1.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-08,1.583,2.233,11.227,3.989,2.682,4.565,1.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-09,1.556,2.224,11.223,3.953,2.659,4.527,1.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-10,1.515,2.214,11.211,3.923,2.643,4.506,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-11,1.511,2.211,11.207,3.913,2.635,4.49,1.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-12,1.506,2.208,11.204,3.903,2.631,4.484,1.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-13,1.5,2.208,11.204,3.898,2.627,4.476,1.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-14,1.504,2.207,11.204,3.899,2.627,4.476,1.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-15,1.547,2.223,11.236,3.968,2.659,4.507,1.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-16,1.539,2.214,11.219,3.975,2.669,4.539,1.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-17,1.525,2.221,11.212,3.947,2.658,4.534,1.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-18,1.52,2.217,11.211,3.93,2.648,4.501,1.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-19,1.513,2.211,11.207,3.913,2.637,4.485,1.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-20,1.516,2.212,11.209,3.918,2.636,4.49,1.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-21,1.526,2.212,11.218,3.932,2.645,4.498,1.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-22,1.526,2.209,11.216,3.933,2.645,4.491,1.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-23,1.516,2.208,11.21,3.92,2.639,4.483,1.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-24,1.511,2.207,11.209,3.905,2.632,4.474,1.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-25,1.51,2.207,11.209,3.898,2.626,4.467,1.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-26,1.508,2.207,11.207,3.894,2.625,4.463,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-27,1.505,2.204,11.204,3.89,2.622,4.458,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,1.509,2.206,11.212,3.893,2.623,4.464,1.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-29,1.513,2.205,11.212,3.9,2.627,4.466,1.929,0.024,83.1,89.0,21.6,2.14,2.59,49.6,0.094,84.6,226.0,20.8,0.982,4.23,131.0,0.023,81.3,68.8,20.0,1.02,1.83,36.3,0.03,83.2,89.4,21.4,1.69,2.43,48.3,0.03,81.6,107.0,20.0,1.08,2.33,58.0,0.079,89.0,205.0,21.5,1.1,3.89,116.0,0.032,80.4,119.0,21.1,2.59,3.39,66.7
2014-10-30,1.509,2.201,11.211,3.895,2.624,4.461,1.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-31,1.518,2.214,11.216,3.905,2.635,4.491,1.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-01,1.546,2.235,11.23,3.964,2.672,4.55,1.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-02,1.524,2.224,11.213,3.942,2.66,4.512,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-03,1.516,2.221,11.21,3.921,2.647,4.488,1.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,1.513,2.221,11.209,3.912,2.643,4.484,1.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-05,1.529,2.233,11.218,3.936,2.655,4.502,1.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-06,1.52,2.227,11.211,3.933,2.654,4.494,1.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-07,1.543,2.233,11.226,3.957,2.666,4.51,1.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,1.532,2.227,11.216,3.943,2.661,4.498,1.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-09,1.538,2.229,11.219,3.944,2.66,4.493,1.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-10,1.531,2.222,11.213,3.932,2.653,4.484,1.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-11,1.525,2.219,11.211,3.919,2.646,4.476,1.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-12,1.52,2.217,11.21,3.914,2.642,4.47,1.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-13,1.515,2.212,11.207,3.904,2.635,4.461,1.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-14,1.511,2.21,11.205,3.899,2.632,4.455,1.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15,1.505,2.207,11.204,3.888,2.626,4.446,1.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-16,1.504,2.207,11.204,3.888,2.624,4.444,1.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-17,1.509,2.213,11.207,3.898,2.632,4.459,1.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,1.505,2.202,11.206,3.89,2.626,4.449,1.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-19,1.5,2.194,11.203,3.922,2.592,4.404,1.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-20,1.506,2.201,11.204,3.927,2.623,4.45,1.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-21,1.499,2.196,11.203,3.95,2.635,4.436,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-22,1.505,2.202,11.204,3.96,2.673,4.455,1.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-23,1.543,2.23,11.232,3.959,2.67,4.5,1.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-24,1.785,2.387,11.399,4.411,2.969,4.901,2.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-25,1.813,2.395,11.34,4.49,3.001,4.909,1.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-26,1.64,2.367,11.242,4.2,2.854,4.734,1.947,0.023,74.2,55.4,16.3,1.15,2.74,31.7,0.084,88.4,233.0,17.4,1.6,3.43,147.0,0.04,72.7,52.4,15.5,0.835,2.24,29.2,0.027,74.3,61.2,16.0,1.12,2.91,33.4,0.064,75.6,80.4,16.6,1.15,1.8,44.4,0.074,85.1,188.0,17.3,1.46,3.21,107.0,0.031,73.7,93.8,15.5,1.35,3.47,52.6
2014-11-27,1.6,2.318,11.229,4.084,2.773,4.624,1.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-28,1.571,2.283,11.221,4.018,2.728,4.569,1.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-29,1.552,2.263,11.217,3.985,2.704,4.533,1.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-30,1.555,2.255,11.222,3.993,2.701,4.525,1.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-01,1.536,2.252,11.219,3.989,2.701,4.528,1.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-02,1.489,2.238,11.21,3.931,2.673,4.499,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-03,1.508,2.239,11.212,3.938,2.669,4.489,1.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-04,1.496,2.23,11.21,3.932,2.666,4.489,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-05,1.489,2.225,11.209,3.92,2.658,4.478,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-06,1.489,2.227,11.21,3.925,2.659,4.477,1.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-07,1.485,2.223,11.209,3.916,2.654,4.473,1.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-08,1.481,2.221,11.207,3.907,2.648,4.47,1.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-09,1.481,2.219,11.207,3.911,2.647,4.464,1.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-10,1.482,2.219,11.207,3.917,2.652,4.469,1.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-11,1.464,2.214,11.202,3.9,2.64,4.466,1.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
